brand,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(cc),max_power(bhp),seats,selling_price
Maruti,2010,53000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,5.0,180000
Maruti,2006,106000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,150000
Toyota,2005,96000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,5.0,275000
Maruti,2019,10000,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,556000
Maruti,2016,37000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,550000
Mahindra,2018,20000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,138.0,7.0,1500000
Toyota,2017,35000,Petrol,Individual,Manual,First Owner,17.71,1197.0,78.9,5.0,549000
Hyundai,2016,50000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,630000
Mahindra,2020,5000,Diesel,Individual,Manual,First Owner,0.0,2523.0,70.0,2.0,679000
Maruti,2011,85000,Petrol,Individual,Manual,First Owner,20.34820089955028,1032.0524737631185,66.88156950672662,5.0,320000
Hyundai,2017,47000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5.0,1125000
Maruti,2017,71000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,680000
Honda,2017,50000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,1050000
Tata,2015,57000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5.0,450000
Maruti,2010,43000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,210000
Maruti,2014,60000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,470000
Maruti,2014,60000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,470000
Hyundai,2015,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,550000
Maruti,2011,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,204999
Honda,2015,30000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5.0,950000
Hyundai,2015,160000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,550000
Toyota,2007,147500,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,270000
Volkswagen,2013,90000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5.0,280000
Maruti,2015,70000,Diesel,Individual,Manual,Second Owner,28.09,1248.0,88.5,5.0,630000
Honda,2007,70000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5.0,220000
Mahindra,2014,120000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,7.0,320000
Hyundai,2013,75000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,225000
Honda,2010,85000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,380000
Maruti,2012,70000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,380000
Volkswagen,2017,29000,Diesel,Individual,Manual,First Owner,22.0,1498.0,108.495,5.0,600000
Ford,2014,40000,Diesel,Individual,Manual,Second Owner,13.1,2499.0,141.0,7.0,620000
Hyundai,2012,90000,Diesel,Individual,Automatic,First Owner,19.08,1582.0,126.32,5.0,500000
Mahindra,2015,40000,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100.0,7.0,700000
Ford,2015,138000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,550000
Maruti,2016,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,600000
Volkswagen,2019,30000,Petrol,Individual,Manual,Second Owner,19.44,999.0,75.0,5.0,550000
Hyundai,2013,125000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.3,5.0,475000
Honda,2015,120000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,615000
Maruti,2013,180000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,385000
Tata,2015,20000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,500000
Renault,2012,80000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,450000
Toyota,2014,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,969999
Hyundai,2013,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,580000
Toyota,2017,40000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,550000
Honda,2018,30000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,780000
Ford,2014,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0,500000
Skoda,2011,140000,Diesel,Individual,Manual,Second Owner,20.0,1968.0,108.5,5.0,270000
Maruti,2017,25000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,335000
Maruti,2017,20000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,755000
Hyundai,2016,42323,Diesel,Dealer,Manual,First Owner,21.19,1396.0,88.76,5.0,651000
BMW,2011,42545,Diesel,Dealer,Automatic,First Owner,19.62,1998.0,190.0,5.0,1075000
Maruti,2016,32000,Diesel,Dealer,Manual,First Owner,25.1,1248.0,88.5,5.0,690000
Maruti,2017,41232,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5.0,589000
Mahindra,2015,40200,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.96,7.0,445000
Ford,2013,48000,Diesel,Dealer,Manual,Second Owner,21.7,1498.0,98.96,5.0,475000
Honda,2014,27233,Diesel,Dealer,Manual,First Owner,27.4,1498.0,98.63,5.0,465000
Tata,2011,35000,Petrol,Individual,Manual,First Owner,15.0,1368.0,90.0,5.0,225000
Toyota,2005,200000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,310000
Tata,2016,63000,Diesel,Dealer,Manual,First Owner,15.3,2956.0,83.8,9.0,445000
Mahindra,2015,62000,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.96,7.0,445000
Tata,2012,68240,Diesel,Dealer,Manual,First Owner,13.93,2956.0,138.1,7.0,450000
Mahindra,2008,78000,Diesel,Dealer,Manual,First Owner,15.4,1997.0,120.0,7.0,450000
Maruti,2017,38000,Diesel,Dealer,Manual,Second Owner,27.678181818181816,1248.0,77.95272727272727,5.0,525000
Maruti,2010,35000,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5.0,200000
Maruti,2018,9000,Petrol,Dealer,Manual,First Owner,19.1,1197.0,85.8,5.0,611000
Hyundai,2016,39000,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5.0,819999
Hyundai,2016,39000,Diesel,Dealer,Manual,First Owner,21.38,1396.0,88.7,5.0,825000
Ford,2015,92651,Diesel,Dealer,Manual,First Owner,21.7,1498.0,98.96,5.0,599000
Maruti,2018,28000,Petrol,Dealer,Manual,First Owner,16.1,1197.0,85.0,5.0,490000
Hyundai,2017,30000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,340000
Mercedes-Benz,2009,80000,Petrol,Individual,Automatic,Third Owner,10.93,3498.0,272.0,5.0,1000000
Hyundai,2018,46000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,1237000
Volkswagen,2013,70000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,350000
Maruti,2000,56194,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4.0,31000
Maruti,2018,40000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,695000
Maruti,2015,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,270000
Maruti,2016,120000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,790000
Maruti,2016,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,590000
Maruti,2017,120000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,635000
Mahindra,2015,110000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,540000
Renault,2012,67000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.12,5.0,265000
Maruti,2014,50000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,600000
Hyundai,2012,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,409999
Toyota,2015,80000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,525000
Ford,2011,50000,Diesel,Individual,Manual,First Owner,18.5,1399.0,68.0,5.0,150000
Maruti,2007,70000,Petrol,Individual,Manual,Third Owner,15.9,1298.0,85.0,5.0,55000
Maruti,2011,70000,Petrol,Individual,Manual,Second Owner,14.0,796.0,35.0,5.0,130000
Maruti,2017,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,925000
Renault,2017,65000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7.0,690000
Maruti,2012,200000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,560000
Maruti,2018,7500,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,950000
Renault,2017,65000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7.0,695000
Maruti,2013,35000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,450000
BMW,2013,60000,Diesel,Individual,Automatic,First Owner,16.2,2993.0,235.0,5.0,2000000
Maruti,2009,71000,Petrol,Individual,Manual,First Owner,16.1,1197.0,85.0,5.0,229999
Maruti,2017,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,300000
Maruti,2012,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,200000
Mercedes-Benz,2008,80000,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,170.0,5.0,725000
Nissan,2011,90000,Petrol,Individual,Manual,Second Owner,18.06,1198.0,75.0,5.0,235000
Hyundai,2017,13000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,666000
Maruti,2000,100000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,65000
Hyundai,2004,80000,Petrol,Individual,Manual,Third Owner,17.88674418604651,1225.4883720930231,79.5246511627907,5.0,85000
Honda,2018,30000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,834000
Mahindra,2012,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,430000
Maruti,2010,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,360000
Hyundai,2014,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,240000
Maruti,2016,210000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,210000
Tata,2010,148000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,135000
Mahindra,2017,54188,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,700000
Mahindra,2017,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,750000
Skoda,2012,90000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,425000
Chevrolet,2011,100000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,150000
Hyundai,2014,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,215000
Datsun,2014,35000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,225000
Renault,2017,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,330000
Maruti,2007,144000,LPG,Individual,Manual,Second Owner,9.81,796.0,32.8,5.0,54000
Hyundai,2014,54043,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,81.86,5.0,374000
Hyundai,2012,66657,Diesel,Dealer,Automatic,First Owner,22.32,1582.0,126.32,5.0,549000
Tata,2016,42000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,390000
Hyundai,2013,35582,Petrol,Dealer,Manual,First Owner,18.5,1197.0,82.85,5.0,455999
Volkswagen,2013,54327,Petrol,Dealer,Automatic,Second Owner,17.2,1197.0,103.6,5.0,453000
Volkswagen,2016,7949,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,579000
Hyundai,2010,59734,Petrol,Dealer,Automatic,First Owner,16.95,1197.0,78.9,5.0,258000
Honda,2012,49185,Petrol,Dealer,Manual,First Owner,16.8,1497.0,116.4,5.0,428000
Hyundai,2011,56389,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,262000
Volkswagen,2013,58245,Petrol,Dealer,Manual,First Owner,16.47,1198.0,73.9,5.0,389000
Nissan,2015,36422,Petrol,Dealer,Manual,First Owner,18.44,1198.0,75.0,5.0,346000
Honda,2011,42535,Petrol,Dealer,Manual,First Owner,16.7,1198.0,88.8,5.0,339000
Hyundai,2011,40736,Petrol,Dealer,Automatic,First Owner,16.95,1197.0,78.9,5.0,272000
Maruti,2012,56246,Petrol,Dealer,Manual,First Owner,18.6,1197.0,85.8,5.0,369000
Maruti,2011,55403,Petrol,Dealer,Manual,First Owner,18.6,1197.0,85.8,5.0,277000
Tata,2018,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,535000
Maruti,2015,67000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,265000
Hyundai,2013,70000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5.0,400000
Hyundai,2014,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,459999
Hyundai,2019,7500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,667000
Tata,2011,80000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,300000
Tata,2012,186000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,229999
Tata,2016,110000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,200000
Ford,2005,120000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,150000
Ford,2012,105358,Diesel,Individual,Manual,Third Owner,17.8,1399.0,67.0,5.0,280000
Hyundai,2014,70000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,590000
Hyundai,2010,49200,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,142000
Honda,2017,40000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0,850000
Honda,2014,40000,Diesel,Individual,Manual,Second Owner,24.2,1498.0,98.6,7.0,600000
Mahindra,2017,40000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,700000
Chevrolet,2013,70000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,200000
Hyundai,2016,110000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,900000
Maruti,2014,100000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,220000
Hyundai,2018,10000,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,81.86,5.0,650000
Toyota,2017,70000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,3100000
Toyota,2016,100600,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,8.0,1500000
BMW,2012,50000,Diesel,Individual,Automatic,First Owner,16.09,1995.0,184.0,5.0,1800000
Mahindra,2014,136000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,800000
Mercedes-Benz,2017,48000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5.0,2100000
Ford,2010,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,250000
Renault,2012,86000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,550000
Maruti,2009,141000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,125000
Honda,2011,80000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5.0,450000
Mahindra,2015,140000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,850000
Maruti,2014,65000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,459999
Maruti,2014,110000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,434999
Tata,2008,100000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,120000
Maruti,2015,80000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,600000
Maruti,2008,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,135000
Ford,2016,44000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,550000
Maruti,2014,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,385000
Hyundai,2016,25000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,800000
Hyundai,2016,35000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,780000
Maruti,2008,195000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,100000
Hyundai,2017,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,650000
Maruti,2004,50000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,50000
Hyundai,2012,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,425000
Fiat,2015,70000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.7,5.0,500000
Maruti,2017,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,590000
Maruti,2016,27000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,459999
Maruti,2020,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,578000
Maruti,2012,110000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,550000
Honda,2013,80000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,465000
Mahindra,2018,80000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,890000
Mahindra,2014,110000,Diesel,Individual,Manual,First Owner,20.8,1461.0,65.0,5.0,250000
Maruti,2018,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,420000
Maruti,2017,20000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,550000
Maruti,2018,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,270000
Maruti,2018,7800,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,700000
Maruti,2017,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,500000
Tata,2019,15000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,1250000
Hyundai,2013,31377,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,320000
Maruti,2018,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,700000
Maruti,2015,60000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,290000
Toyota,2012,100000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5.0,550000
Honda,2012,60000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,265000
Maruti,2018,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,830000
Tata,2017,60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,800000
Maruti,2011,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,160000
Renault,2018,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,335000
Datsun,2017,80000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,329000
Maruti,2017,75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,775000
Hyundai,2020,32000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,524000
Maruti,2015,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,245000
Hyundai,2012,93000,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,275000
Hyundai,2015,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0,610000
Maruti,2015,60000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,615000
Maruti,2014,60000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,684000
Maruti,2014,64000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,680000
Renault,2014,120000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,500000
Renault,2014,120000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,520000
Toyota,2012,140000,Diesel,Individual,Manual,Second Owner,14.336931818181812,2371.2386363636365,106.5505681818182,7.0,390000
Toyota,2012,135000,Diesel,Individual,Manual,Third Owner,14.227894736842108,2341.2631578947367,102.08736842105263,8.0,434999
Maruti,2010,166000,Diesel,Individual,Manual,Second Owner,22.435050000000036,1246.24,77.29664999999996,5.0,350000
Ford,2018,60000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5.0,675000
Mercedes-Benz,2011,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,167.62,5.0,1350000
Mercedes-Benz,2011,80000,Diesel,Individual,Automatic,First Owner,15.8,2148.0,170.0,5.0,1350000
Maruti,2019,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,675000
Ford,2016,30000,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,5.0,725000
Mahindra,2019,15000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5.0,1200000
Volkswagen,2018,40000,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5.0,650000
Mahindra,2019,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5.0,1090000
Hyundai,2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5.0,1100000
Hyundai,2017,48000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,670000
Hyundai,2018,35000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,780000
Maruti,2017,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,720000
Maruti,2018,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,610000
Volkswagen,2017,29000,Diesel,Individual,Manual,First Owner,22.0,1498.0,108.495,5.0,600000
Renault,2016,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,535000
Hyundai,2009,110000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,142000
Maruti,2017,23000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,515000
Datsun,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5.0,335000
Hyundai,2017,60000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,957000
Maruti,2017,127000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,605000
Tata,2013,140000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,316000
Renault,2019,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7.0,675000
Maruti,2015,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,520000
Maruti,2011,60000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,265000
Volkswagen,2016,40000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,5.0,395000
Volkswagen,2016,40000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,5.0,385000
Maruti,2009,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,142000
Hyundai,2009,35000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,160000
Tata,2012,50000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,180000
Honda,2013,42462,Petrol,Dealer,Manual,First Owner,16.8,1497.0,116.3,5.0,480000
Maruti,2015,54723,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5.0,470000
Maruti,2018,20375,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,5.0,480000
Maruti,2013,43978,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.0,5.0,450000
Maruti,2017,28832,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5.0,520000
Ford,2019,3177,Petrol,Dealer,Manual,First Owner,18.5,1194.0,94.93,5.0,700000
Hyundai,2015,39414,Petrol,Dealer,Manual,First Owner,18.9,1197.0,81.86,5.0,400000
Tata,2012,30078,Petrol,Dealer,Manual,First Owner,15.3,1396.0,70.0,5.0,200000
Hyundai,2012,44588,Petrol,Dealer,Manual,First Owner,21.1,814.0,55.2,5.0,250000
Maruti,2015,49907,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,5.0,400000
Maruti,2013,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197.0,81.8,5.0,371000
Hyundai,2016,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,450000
Ford,2016,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,5.0,570000
Honda,2013,80000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,300000
Hyundai,2017,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,620000
Honda,2018,10200,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0,949000
Mahindra,2018,60000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,750000
Maruti,2017,20000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,350000
Mahindra,2017,60000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,1250000
Renault,2016,30000,Petrol,Individual,Manual,Third Owner,23.01,999.0,67.0,5.0,270000
Hyundai,2013,40000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,235000
Maruti,2016,60000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,500000
Maruti,2012,111000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,220000
Maruti,2014,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,380000
Maruti,2010,100000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0,160000
Maruti,2010,100000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0,160000
Hyundai,2017,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,339000
Ford,2011,100000,Petrol,Individual,Manual,First Owner,15.3,1596.0,99.6,5.0,229999
Mahindra,2016,35000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,400000
Hyundai,2018,25000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,470000
Maruti,2003,58000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,45000
Ford,2019,20000,Petrol,Individual,Manual,First Owner,19.4,1194.0,94.93,5.0,575000
Datsun,2019,1300,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,325000
Maruti,1997,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,50000
Maruti,2014,15000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,350000
Jaguar,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2711000
Lexus,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,5150000
Jaguar,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3200000
Tata,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,503000
